PlayerKey,GameID,PlayKey_y,FieldType,PlayType,PlayerDay,PlayerGame,Position,PositionGroup,RosterPosition,Off_Def,StadiumType,StadiumCategory,Temperature,Weather,Weather_Category,Field_Condition,Temperature_Bin,Field_Temperature_Bin,PlayType_FieldCondition,DaysRest,WorkloadIncrease,WorkloadStress,PreInjuryWorkload,WorkloadDensity,Season,GameNumberInSeason,WorkloadDensity_SeasonAdjusted
43535,10,44,Natural,Rush,64,10,OLB,LB,Linebacker,Defence,Outdoor,Outdoor,68,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Rush_Natural_dry,7.0,-29.0,-4.142857142857142,178,11.866666666666667,1,10,59.333333333333336
39680,21,76,Natural,Rush,396,21,T,OL,Offensive Lineman,Offence,Outdoor,Outdoor,58,Cloudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Rush_Natural_damp,6.0,-7.0,-1.1666666666666663,228,14.25,2,5,35.625
44037,6,8,Synthetic,Extra Point,-34,6,G,OL,Offensive Lineman,Offence,"Indoor, Roof Closed",Indoor,70,Indoors,indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Extra Point_Synthetic_dry,7.0,5.0,0.7142857142857142,37,2.466666666666667,1,6,7.4
47294,3,12,Synthetic,Pass,15,3,HB,RB,Running Back,Offence,Outdoor,Outdoor,87,Mostly Sunny,dry,Synthetic_dry,Temp_Hot,Synthetic_Temp_Hot,Pass_Synthetic_dry,7.0,-16.0,-2.2857142857142856,35,4.375,1,3,6.5625
42348,2,83,Natural,Rush,7,2,OLB,LB,Linebacker,Defence,Outdoors,Outdoor,78,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Rush_Natural_dry,6.0,16.0,2.6666666666666665,67,67.0,1,2,67.0
38192,5,45,Synthetic,Pass,36,5,WR,WR,Wide Receiver,Offence,"Indoor, Roof Closed",Indoor,70,Indoors,indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Pass_Synthetic_dry,14.0,30.0,2.142857142857143,123,8.2,1,5,20.5
34230,8,49,Natural,Rush,58,8,WR,WR,Wide Receiver,Offence,Outdoor,Outdoor,35,Cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Rush_Natural_damp,15.0,-2.0,-0.1333333333333333,160,10.666666666666666,1,8,42.66666666666666
38192,17,58,Natural,Pass,362,17,WR,WR,Wide Receiver,Offence,Outdoor,Outdoor,81,Cloudy,damp,Natural_damp,Temp_Hot,Natural_Temp_Hot,Pass_Natural_damp,249.0,4.0,0.0160642570281124,163,11.642857142857142,2,1,5.821428571428571
39671,12,24,Natural,Rush,99,12,OLB,LB,Linebacker,Defence,Outdoors,Outdoor,51,Party Cloudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Rush_Natural_damp,14.0,-36.0,-2.571428571428571,155,10.333333333333334,1,12,62.0
47550,5,62,Natural,Kickoff Returned,36,5,RB,RB,Running Back,Offence,Outdoor,Outdoor,48,Cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Kickoff Returned_Natural_damp,14.0,47.0,3.3571428571428568,55,3.6666666666666665,1,5,9.166666666666666
45966,13,42,Synthetic,Rush,462,13,RB,RB,Running Back,Offence,Indoors,Indoor,70,N/A (Indoors),indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Rush_Synthetic_dry,6.0,-8.0,-1.3333333333333333,138,8.625,2,9,38.8125
30068,21,43,Natural,Pass,393,21,WR,WR,Wide Receiver,Offence,Outdoor,Outdoor,79,Clear,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Pass_Natural_dry,7.0,-9.0,-1.2857142857142856,126,8.4,2,5,21.0
41577,9,71,Natural,Pass,99,9,G,OL,Offensive Lineman,Offence,Outdoor,Outdoor,17,Cloudy,damp,Natural_damp,Temp_VeryCold,Natural_Temp_VeryCold,Pass_Natural_damp,7.0,63.0,9.0,21,1.4,1,9,6.3
45950,28,47,Natural,Kickoff Returned,470,28,FS,DB,Safety,Defence,Outdoor,Outdoor,37,Cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Kickoff Returned_Natural_damp,8.0,-20.0,-2.5,218,15.571428571428571,2,15,116.78571428571428
41086,20,81,Synthetic,Rush,393,20,WR,WR,Wide Receiver,Offence,Retractable Roof,Outdoor,83,Partly Cloudy,damp,Synthetic_damp,Temp_Hot,Synthetic_Temp_Hot,Rush_Synthetic_damp,7.0,-6.0,-0.8571428571428571,222,14.8,2,5,37.0
45987,9,57,Synthetic,Kickoff,64,9,WR,WR,Wide Receiver,Offence,Retr. Roof - Closed,Indoor,42,Cloudy,damp,Synthetic_damp,Temp_Cold,Synthetic_Temp_Cold,Kickoff_Synthetic_damp,14.0,0.0,0.0,139,9.266666666666667,1,9,41.7
45983,16,12,Synthetic,Extra Point,113,16,C,OL,Offensive Lineman,Offence,Outdoor,Outdoor,40,Sunny,dry,Synthetic_dry,Temp_Cold,Synthetic_Temp_Cold,Extra Point_Synthetic_dry,7.0,-48.0,-6.857142857142857,183,12.2,1,16,97.6
47813,1,20,Synthetic,Kickoff Returned,1,1,CB,DB,Cornerback,Defence,,Outdoor,59,Rain,wet,Synthetic_wet,Temp_Mild,Synthetic_Temp_Mild,Kickoff Returned_Synthetic_wet,0.0,0.0,0.0,0,0.0,1,1,
44629,31,30,Synthetic,Kickoff Not Returned,476,31,DE,DL,Defensive Lineman,Defence,Indoors,Indoor,70,N/A (Indoors),indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Kickoff Not Returned_Synthetic_dry,7.0,-12.0,-1.7142857142857142,100,7.142857142857143,2,16,57.142857142857146
44548,18,53,Synthetic,Rush,369,18,OLB,LB,Linebacker,Defence,Outdoor,Outdoor,82,Clear,dry,Synthetic_dry,Temp_Hot,Synthetic_Temp_Hot,Rush_Synthetic_dry,4.0,14.0,3.5,172,0.6590038314176245,2,2,0.6590038314176245
44614,5,22,Natural,Kickoff,43,5,SS,DB,Safety,Defence,Outdoor,Outdoor,68,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Kickoff_Natural_dry,21.0,-19.0,-0.9047619047619048,115,7.666666666666667,1,5,19.166666666666668
45099,19,30,Synthetic,Kickoff Returned,449,19,CB,DB,Cornerback,Defence,,Outdoor,52,Cloudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Kickoff Returned_Synthetic_damp,7.0,9.0,1.2857142857142856,62,4.428571428571429,2,11,24.357142857142858
41558,9,95,Natural,Pass,64,9,G,OL,Offensive Lineman,Offence,Outdoors,Outdoor,53,Cloudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Pass_Natural_damp,7.0,39.0,5.571428571428571,210,10.0,1,9,45.0
44934,5,6,Natural,Field Goal,-41,5,C,OL,Offensive Lineman,Offence,Outdoor,Outdoor,89,Partly Cloudy,damp,Natural_damp,Temp_Hot,Natural_Temp_Hot,Field Goal_Natural_damp,7.0,2.0,0.2857142857142857,19,1.2666666666666666,1,5,3.1666666666666665
39653,22,72,Synthetic,Rush,424,22,CB,DB,Cornerback,Defence,Outdoor,Outdoor,40,Clear and Cool,dry,Synthetic_dry,Temp_Cold,Synthetic_Temp_Cold,Rush_Synthetic_dry,6.0,8.0,1.3333333333333333,200,12.5,2,9,56.25
38259,7,43,Natural,Pass,43,7,RB,RB,Running Back,Offence,Outdoor,Outdoor,74,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Pass_Natural_dry,6.0,4.0,0.6666666666666666,111,6.9375,1,7,24.28125
47376,3,22,Synthetic,Kickoff Returned,25,3,WR,WR,Wide Receiver,Offence,"Domed, closed",Indoor,70,,,,Temp_Mild,Synthetic_Temp_Mild,Kickoff Returned_None,7.0,-5.0,-0.7142857142857142,47,2.611111111111111,1,3,3.916666666666667
44454,18,70,Synthetic,Rush,449,18,MLB,LB,Linebacker,Defence,"Domed, open",Outdoor,67,Mostly cloudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Rush_Synthetic_damp,87.0,0.0,0.0,203,0.7898832684824902,2,2,0.7898832684824902
45927,22,74,Natural,Rush,406,22,QB,QB,Quarterback,Offence,Outdoor,Outdoor,33,Partly Cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Rush_Natural_damp,7.0,17.0,2.4285714285714284,171,11.4,2,10,57.0
46066,21,2,Synthetic,Rush,393,21,RB,RB,Running Back,Offence,,Outdoor,51,Cloudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Rush_Synthetic_damp,6.0,-9.0,-1.5,57,3.5625,2,8,14.25
45953,20,34,Synthetic,Rush,386,20,DE,DL,Defensive Lineman,Defence,Indoors,Indoor,70,,,,Temp_Mild,Synthetic_Temp_Mild,Rush_None,7.0,-11.0,-1.5714285714285714,157,10.466666666666669,2,4,20.933333333333334
46046,10,32,Synthetic,Kickoff,70,10,OLB,LB,Linebacker,Defence,Indoor,Indoor,70,N/A (Indoors),indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Kickoff_Synthetic_dry,7.0,-1.0,-0.1428571428571428,115,5.227272727272728,1,10,26.13636363636364
34347,21,17,Synthetic,Kickoff Not Returned,424,21,WR,WR,Wide Receiver,Offence,Outdoor,Outdoor,53,Cloudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Kickoff Not Returned_Synthetic_damp,7.0,-2.0,-0.2857142857142857,65,2.9545454545454546,2,12,17.727272727272727
36573,25,32,Natural,Pass,456,25,TE,TE,Tight End,Offence,Dome,Indoor,70,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Pass_Natural_dry,7.0,-16.0,-2.2857142857142856,124,8.266666666666667,2,11,45.46666666666667
47820,4,48,Natural,Rush,22,4,CB,DB,Cornerback,Defence,Outdoors,Outdoor,48,Partly Cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Rush_Natural_damp,7.0,30.0,4.285714285714286,49,3.2666666666666666,1,4,6.533333333333333
43490,29,74,Natural,Pass,386,29,T,OL,Offensive Lineman,Offence,Outdoor,Outdoor,71,Cloudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Pass_Natural_damp,7.0,5.0,0.7142857142857142,223,14.866666666666667,2,13,96.63333333333334
47196,7,45,Synthetic,Extra Point,50,7,DE,DL,Defensive Lineman,Defence,Indoors,Indoor,70,N/A (Indoors),indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Extra Point_Synthetic_dry,7.0,4.0,0.5714285714285714,118,5.363636363636363,1,7,18.772727272727277
41692,28,16,Natural,Kickoff Not Returned,462,28,OLB,LB,Linebacker,Defence,Outdoor,Outdoor,46,Partly Cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Kickoff Not Returned_Natural_damp,6.0,-2.0,-0.3333333333333333,46,3.066666666666667,2,13,19.933333333333334
46331,3,15,Natural,Kickoff,15,3,SS,DB,Safety,Defence,Outdoors,Outdoor,82,Sunny,dry,Natural_dry,Temp_Hot,Natural_Temp_Hot,Kickoff_Natural_dry,7.0,0.0,0.0,18,2.25,1,3,3.375
42448,9,74,Synthetic,Punt,71,9,WR,WR,Wide Receiver,Offence,Retractable Roof,Outdoor,60,Sunny,dry,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Punt_Synthetic_dry,7.0,26.0,3.714285714285714,168,11.2,1,9,50.4
39873,12,50,Synthetic,Kickoff Not Returned,407,12,ILB,LB,Linebacker,Defence,,Outdoor,51,Cloudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Kickoff Not Returned_Synthetic_damp,6.0,17.0,2.833333333333333,95,5.9375,2,8,23.75
47195,10,56,Natural,Rush,71,10,NT,DL,Defensive Lineman,Defence,Outdoor,Outdoor,48,Cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Rush_Natural_damp,7.0,12.0,1.7142857142857142,160,10.666666666666666,1,10,53.33333333333333
36559,9,12,Synthetic,Rush,64,9,CB,DB,Cornerback,Defence,Retr. Roof - Closed,Indoor,42,Cloudy,damp,Synthetic_damp,Temp_Cold,Synthetic_Temp_Cold,Rush_Synthetic_damp,14.0,-64.0,-4.571428571428571,184,12.266666666666667,1,9,55.2
34243,7,52,Synthetic,Rush,-27,7,WR,WR,Wide Receiver,Offence,Outdoors,Outdoor,74,Sunny,dry,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Rush_Synthetic_dry,7.0,-1.0,-0.1428571428571428,150,10.0,1,7,35.0
42432,11,60,Synthetic,Pass,78,11,WR,WR,Wide Receiver,Offence,Retr. Roof-Open,Outdoor,47,Sunny,dry,Synthetic_dry,Temp_Cold,Synthetic_Temp_Cold,Pass_Synthetic_dry,14.0,9.0,0.6428571428571428,157,10.466666666666669,1,11,57.56666666666667
43478,25,60,Natural,Rush,428,25,OLB,LB,Linebacker,Defence,Open,Outdoor,73,Mostly Sunny Skies,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Rush_Natural_dry,10.0,8.0,0.8,162,13.5,2,10,67.5
36559,20,80,Natural,Rush,435,20,CB,DB,Cornerback,Defence,Open,Outdoor,73,Mostly Sunny Skies,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Rush_Natural_dry,10.0,28.0,2.8000000000000003,192,16.0,2,9,72.0
39794,16,60,Natural,Extra Point,112,16,G,OL,Offensive Lineman,Offence,Outdoor,Outdoor,71,Clear,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Extra Point_Natural_dry,7.0,20.0,2.8571428571428568,136,7.555555555555555,1,16,60.44444444444444
44434,1,47,Natural,Extra Point,1,1,OLB,DL,Defensive Lineman,Defence,Outdoor,Outdoor,63,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Extra Point_Natural_dry,0.0,0.0,0.0,0,0.0,1,1,
46021,3,45,Synthetic,Pass,15,3,WR,WR,Wide Receiver,Offence,Indoors,Indoor,68,Controlled Climate,indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Pass_Synthetic_dry,6.0,12.0,2.0,78,8.666666666666666,1,3,13.0
41094,3,43,Natural,Pass,64,3,SS,DB,Safety,Defence,Outdoors,Outdoor,53,Cloudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Pass_Natural_damp,7.0,-19.0,-2.714285714285714,117,2.0526315789473686,1,3,3.078947368421053
42418,17,59,Natural,Pass,421,17,C,OL,Offensive Lineman,Offence,Outdoor,Outdoor,87,Partly Sunny,damp,Natural_damp,Temp_Hot,Natural_Temp_Hot,Pass_Natural_damp,10.0,-13.0,-1.3,207,17.25,2,6,51.75
45945,10,86,Natural,Rush,70,10,T,OL,Offensive Lineman,Offence,Outdoor,Outdoor,60,Mostly Cloudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Rush_Natural_damp,7.0,21.0,3.0,211,15.071428571428571,1,10,75.35714285714286
43119,26,55,Synthetic,Pass,438,26,CB,DB,Cornerback,Defence,Retr. Roof-Closed,Indoor,42,Cloudy,damp,Synthetic_damp,Temp_Cold,Synthetic_Temp_Cold,Pass_Synthetic_damp,7.0,0.0,0.0,144,6.545454545454546,2,10,32.72727272727273
46646,14,24,Natural,Kickoff Returned,334,14,LB,LB,Linebacker,Defence,Dome,Indoor,82,Clear,dry,Natural_dry,Temp_Hot,Natural_Temp_Hot,Kickoff Returned_Natural_dry,4.0,8.0,2.0,62,4.428571428571429,2,7,15.5
36877,19,63,Natural,Rush,378,19,FS,DB,Safety,Defence,Outdoor,Outdoor,61,Light Rain,wet,Natural_wet,Temp_Mild,Natural_Temp_Mild,Rush_Natural_wet,7.0,0.0,0.0,143,0.55,2,3,0.8250000000000001
46316,4,23,Synthetic,Rush,330,4,DE,DL,Defensive Lineman,Defence,Indoors,Indoor,70,N/A (Indoors),indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Rush_Synthetic_dry,14.0,14.0,1.0,24,0.0759493670886076,2,2,0.0759493670886076
39715,5,59,Natural,Rush,64,5,DE,DL,Defensive Lineman,Defence,Outdoor,Outdoor,68,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Rush_Natural_dry,42.0,37.0,0.8809523809523809,149,10.642857142857142,1,5,26.60714285714285
45158,8,38,Synthetic,Kickoff,50,8,RB,RB,Running Back,Offence,Outdoors,Outdoor,42,Rain,wet,Synthetic_wet,Temp_Cold,Synthetic_Temp_Cold,Kickoff_Synthetic_wet,10.0,2.0,0.2,95,7.916666666666667,1,8,31.666666666666668
36696,19,34,Natural,Kickoff Not Returned,407,19,CB,DB,Cornerback,Defence,Outdoor,Outdoor,44,Sunny,dry,Natural_dry,Temp_Cold,Natural_Temp_Cold,Kickoff Not Returned_Natural_dry,7.0,11.0,1.5714285714285714,72,3.272727272727273,2,6,9.818181818181818
43478,10,58,Natural,Rush,71,10,OLB,LB,Linebacker,Defence,Outdoors,Outdoor,38,Clear,dry,Natural_dry,Temp_Cold,Natural_Temp_Cold,Rush_Natural_dry,10.0,4.0,0.4,185,9.736842105263158,1,10,48.68421052631579
36555,13,13,Natural,Rush,22,13,DT,DL,Defensive Lineman,Defence,Outdoor,Outdoor,55,Clear,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Rush_Natural_dry,7.0,-46.0,-6.571428571428571,180,8.181818181818182,1,13,53.18181818181818
37188,1,16,Natural,Rush,1,1,OLB,LB,Linebacker,Defence,Outdoors,Outdoor,67,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Rush_Natural_dry,0.0,0.0,0.0,0,0.0,1,1,
47196,13,60,Synthetic,Pass,113,13,DE,DL,Defensive Lineman,Defence,Domed,Indoor,64,Indoors,indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Pass_Synthetic_dry,7.0,20.0,2.8571428571428568,109,7.266666666666667,1,13,47.23333333333333
34259,21,5,Synthetic,Extra Point,403,21,G,OL,Offensive Lineman,Offence,,Outdoor,37,Cloudy,damp,Synthetic_damp,Temp_Cold,Synthetic_Temp_Cold,Extra Point_Synthetic_damp,7.0,-64.0,-9.142857142857142,98,6.533333333333333,2,15,49.0
44489,13,90,Synthetic,Pass,369,13,OLB,LB,Linebacker,Defence,Outdoor,Outdoor,82,Clear,dry,Synthetic_dry,Temp_Hot,Synthetic_Temp_Hot,Pass_Synthetic_dry,4.0,0.0,0.0,215,0.7288135593220338,2,2,0.7288135593220338
36696,25,49,Natural,Kickoff Returned,456,25,CB,DB,Cornerback,Defence,Outdoor,Outdoor,29,Cloudy,damp,Natural_damp,Temp_VeryCold,Natural_Temp_VeryCold,Kickoff Returned_Natural_damp,17.0,27.0,1.588235294117647,68,5.666666666666667,2,12,34.0
46074,3,18,Natural,Kickoff,15,3,OLB,LB,Linebacker,Defence,Outdoors,Outdoor,73,Cloudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Kickoff_Natural_damp,7.0,-6.0,-0.8571428571428571,49,6.125,1,3,9.1875
36877,26,68,Synthetic,Rush,448,26,FS,DB,Safety,Defence,Outdoor,Outdoor,63,Sunny,dry,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Rush_Synthetic_dry,7.0,-10.0,-1.4285714285714284,162,4.153846153846154,2,10,20.76923076923077
44511,21,69,Synthetic,Pass,470,21,ILB,LB,Linebacker,Defence,Retr. Roof-Closed,Indoor,33,Cloudy,damp,Synthetic_damp,Temp_Cold,Synthetic_Temp_Cold,Pass_Synthetic_damp,7.0,6.0,0.8571428571428571,135,6.136363636363637,2,14,42.95454545454545
47285,5,42,Natural,Rush,50,5,WR,WR,Wide Receiver,Offence,Outdoor,Outdoor,48,Cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Rush_Natural_damp,28.0,26.0,0.9285714285714284,118,7.866666666666666,1,5,19.666666666666664
44454,8,69,Natural,Rush,57,8,MLB,LB,Linebacker,Defence,Outdoors,Outdoor,61,Coudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Rush_Natural_damp,7.0,2.0,0.2857142857142857,214,14.266666666666667,1,8,57.06666666666667
41084,24,42,Synthetic,Rush,420,24,CB,DB,Cornerback,Defence,Indoors,Indoor,70,N/A (Indoors),indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Rush_Synthetic_dry,14.0,-13.0,-0.9285714285714284,167,11.133333333333333,2,8,44.53333333333333
43988,15,18,Natural,Kickoff Returned,365,15,SS,DB,Safety,Defence,Dome,Indoor,70,N/A Indoor,indoor,Natural_dry,Temp_Mild,Natural_Temp_Mild,Kickoff Returned_Natural_dry,252.0,-72.0,-0.2857142857142857,264,17.6,2,1,8.8
38213,21,84,Natural,Pass,456,21,CB,DB,Cornerback,Defence,Outdoor,Outdoor,27,Sunny,dry,Natural_dry,Temp_VeryCold,Natural_Temp_VeryCold,Pass_Natural_dry,7.0,38.0,5.428571428571428,143,9.533333333333331,2,9,42.9
46014,8,20,Synthetic,Rush,57,8,RB,RB,Running Back,Offence,Retractable Roof,Outdoor,84,Mostly Cloudy,damp,Synthetic_damp,Temp_Hot,Synthetic_Temp_Hot,Rush_Synthetic_damp,7.0,19.0,2.714285714285714,33,1.5,1,8,6.0
46430,21,23,Synthetic,Kickoff Not Returned,477,21,MLB,LB,Linebacker,Defence,Retractable Roof,Outdoor,46,Rainy,wet,Synthetic_wet,Temp_Cold,Synthetic_Temp_Cold,Kickoff Not Returned_Synthetic_wet,70.0,17.0,0.2428571428571428,42,2.8,2,8,11.2
39786,30,71,Natural,Rush,477,30,CB,DB,Cornerback,Defence,Outdoor,Outdoor,46,Sunny,dry,Natural_dry,Temp_Cold,Natural_Temp_Cold,Rush_Natural_dry,8.0,15.0,1.875,172,12.285714285714286,2,16,98.28571428571428
44548,32,50,Natural,Rush,477,32,OLB,LB,Linebacker,Defence,Outdoor,Outdoor,48,Partly Cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Rush_Natural_damp,8.0,-7.0,-0.875,167,11.928571428571429,2,16,95.42857142857144
44491,7,29,Natural,Rush,43,7,NT,DL,Defensive Lineman,Defence,Outdoors,Outdoor,79,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Rush_Natural_dry,7.0,7.0,1.0,86,5.733333333333333,1,7,20.066666666666663
46299,28,10,Synthetic,Rush,449,28,RB,RB,Running Back,Offence,Outdoor,Outdoor,45,Cloudy,damp,Synthetic_damp,Temp_Cold,Synthetic_Temp_Cold,Rush_Synthetic_damp,7.0,-21.0,-3.0,102,4.08,2,12,24.48
46119,19,39,Synthetic,Rush,386,19,OLB,LB,Linebacker,Defence,"Domed, closed",Indoor,70,,,,Temp_Mild,Synthetic_Temp_Mild,Rush_None,7.0,-14.0,-2.0,117,7.8,2,4,15.6
34243,12,49,Natural,Rush,15,12,WR,WR,Wide Receiver,Offence,Outdoor,Outdoor,42,Cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Rush_Natural_damp,7.0,5.0,0.7142857142857142,137,6.227272727272728,1,12,37.36363636363637
46021,12,65,Synthetic,Pass,366,12,WR,WR,Wide Receiver,Offence,Indoors,Indoor,68,Controlled Climate,indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Pass_Synthetic_dry,253.0,14.0,0.0553359683794466,159,9.9375,2,1,4.96875
26624,29,81,Natural,Rush,459,29,QB,QB,Quarterback,Offence,Outdoor,Outdoor,82,Mostly Cloudy,damp,Natural_damp,Temp_Hot,Natural_Temp_Hot,Rush_Natural_damp,7.0,7.0,1.0,202,9.181818181818182,2,13,59.68181818181818
44546,22,66,Natural,Extra Point,403,22,G,OL,Offensive Lineman,Offence,Dome,Indoor,82,Clear,dry,Natural_dry,Temp_Hot,Natural_Temp_Hot,Extra Point_Natural_dry,4.0,12.0,3.0,198,14.142857142857142,2,7,49.5
44825,13,15,Synthetic,Kickoff Not Returned,386,13,SS,DB,Safety,Defence,"Domed, Open",Outdoor,70,Clear,dry,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Kickoff Not Returned_Synthetic_dry,7.0,-13.0,-1.857142857142857,67,0.2326388888888889,2,2,0.2326388888888889
42588,4,71,Natural,Pass,19,4,T,OL,Offensive Lineman,Offence,Outdoor,Outdoor,65,Cloudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Pass_Natural_damp,4.0,2.0,0.5,204,13.6,1,4,27.2
43505,7,19,Synthetic,Pass,88,7,C,OL,Offensive Lineman,Offence,Outdoor,Outdoor,48,Cloudy,damp,Synthetic_damp,Temp_Cold,Synthetic_Temp_Cold,Pass_Synthetic_damp,7.0,-41.0,-5.857142857142857,198,9.0,1,7,31.5
36630,2,57,Synthetic,Pass,5,2,WR,WR,Wide Receiver,Offence,Outdoor,Outdoor,69,Mostly Coudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Pass_Synthetic_damp,4.0,0.0,0.0,57,57.0,1,2,57.0
39702,25,17,Natural,Pass,456,25,DE,DL,Defensive Lineman,Defence,Outdoor,Outdoor,71,Cloudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Pass_Natural_damp,7.0,-8.0,-1.1428571428571428,93,3.206896551724138,2,9,14.43103448275862
43119,15,69,Synthetic,Rush,109,15,CB,DB,Cornerback,Defence,Outdoor,Outdoor,35,Cloudy,damp,Synthetic_damp,Temp_Cold,Synthetic_Temp_Cold,Rush_Synthetic_damp,7.0,3.0,0.4285714285714285,205,13.666666666666666,1,15,102.5
47307,4,40,Natural,Kickoff Not Returned,25,4,CB,DB,Cornerback,Defence,Outdoors,Outdoor,80,Sunny,dry,Natural_dry,Temp_Hot,Natural_Temp_Hot,Kickoff Not Returned_Natural_dry,7.0,17.0,2.4285714285714284,72,4.0,1,4,8.0
42472,26,36,Synthetic,Pass,452,26,RB,RB,Running Back,Offence,Outdoor,Outdoor,53,Cloudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Pass_Synthetic_damp,7.0,-5.0,-0.7142857142857142,146,6.636363636363637,2,12,39.81818181818182
42418,10,45,Synthetic,Pass,75,10,C,OL,Offensive Lineman,Offence,Indoors,Indoor,68,Controlled Climate,indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Pass_Synthetic_dry,4.0,-23.0,-5.75,201,14.357142857142858,1,10,71.78571428571429
40474,19,17,Natural,Rush,378,19,OLB,LB,Linebacker,Defence,Outdoor,Outdoor,90,Partly Cloudy,damp,Natural_damp,Temp_Hot,Natural_Temp_Hot,Rush_Natural_damp,7.0,-5.0,-0.7142857142857142,41,0.1576923076923077,2,3,0.2365384615384615
44037,5,3,Natural,Field Goal,-41,5,G,OL,Offensive Lineman,Offence,Outdoor,Outdoor,89,Partly Cloudy,damp,Natural_damp,Temp_Hot,Natural_Temp_Hot,Field Goal_Natural_damp,7.0,-6.0,-0.8571428571428571,61,4.066666666666666,1,5,10.166666666666666
45158,25,27,Natural,Pass,428,25,RB,RB,Running Back,Offence,Outdoor,Outdoor,69,Hazy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Pass_Natural_damp,10.0,5.0,0.5,70,3.684210526315789,2,9,16.57894736842105
42288,6,10,Natural,Kickoff,36,6,K,SPEC,Kicker,Special,Open,Outdoor,88,30% Chance of Rain,wet,Natural_wet,Temp_Hot,Natural_Temp_Hot,Kickoff_Natural_wet,7.0,-1.0,-0.1428571428571428,38,2.533333333333333,1,6,7.6
42404,4,70,Natural,Rush,22,4,QB,QB,Quarterback,Offence,Outdoor,Outdoor,65,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Rush_Natural_dry,7.0,-3.0,-0.4285714285714285,151,10.066666666666666,1,4,20.133333333333333
